Site Identifier,Latitude,Longitude,Demand_Index,city,suburb,address,Site_Loadshedding_Risk,Distance_to_Metro_KM,Closest_Metro,Metro_Proximity_Score,Base_Risk_Category,Adjusted_Risk_Category,Total_Weighted_Score,Final_Classification,Factor_Scores
826,-33.01,17.95,30,Saldanha,N/A,"23 Main Road, Saldanha, South Africa",66,110.83013445616612,Cape Town,0.8942133574845771,Red,Red,3.136560723449951,Risky,"{""loadshedding"": 3.4000000000000004, ""interop"": 1.3320090431243912, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
3924,-25.01,28.01,30,Moretele Local Municipality,Mnukubyane,"unnamed road, Mnukubyane, Moretele Local Municipality, South Africa",57,84.95709780576112,Pretoria,1.1633710601301581,Amber,Amber,4.473724167372428,Risky,"{""loadshedding"": 4.3, ""interop"": 1.609052092155348, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
473,-27.39,26.62,30,Nala Local Municipality,Nala Ward 12,"Theron Street, Nala Ward 12, Nala Local Municipality, 9660, South Africa",66,192.60096217323297,Bloemfontein,0.5165263585339034,Red,Red,3.0994646565898805,Risky,"{""loadshedding"": 3.4000000000000004, ""interop"": 0.8683082073735011, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
810,-33.22,22.03,30,Prince Albert,N/A,"Church Street, Prince Albert, South Africa",65,342.1099690940569,Port Elizabeth,0.29145174727519196,Red,Red,3.0976652446398454,Risky,"{""loadshedding"": 3.5, ""interop"": 0.5333155579980668, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
11,-28.01,24.01,30,Dikgatlong Local Municipality,Dikgatlong Ward 6,"Dikgatlong Ward 6, Dikgatlong Local Municipality, 8377, South Africa",50,246.43699163544363,Bloemfontein,0.4041432905364975,Amber,Amber,4.576620881325904,Risky,"{""loadshedding"": 5.0, ""interop"": 0.7077610165737959, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
1819,-28.61,29.92,30,Ezakheni,N/A,"Ezakheni, South Africa",58,175.2364748311642,Durban,0.5674194294671447,Amber,Amber,4.3949708457484835,Risky,"{""loadshedding"": 4.2, ""interop"": 0.9371355718560431, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
2911,-23.0,30.69,30,Malamulele,N/A,"Malamulele, South Africa",53,394.28059761131317,Pretoria,0.2529848431830491,Amber,Amber,4.482621089123785,Risky,"{""loadshedding"": 4.7, ""interop"": 0.4702636140473037, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
1887,-27.01,27.01,30,Moqhaka Local Municipality,Moqhaka Ward 22,"R501, Moqhaka Ward 22, Moqhaka Local Municipality, South Africa",67,136.62082887843297,Johannesburg,0.7266341934935936,Red,Red,3.0961088931639695,Risky,"{""loadshedding"": 3.3, ""interop"": 1.1388611645496252, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
280,-28.02,32.27,30,The Big Five False Bay Local Municipality,Big Five False Bay Ward 3,"R22, Big Five False Bay Ward 3, The Big Five False Bay Local Municipality, 3960, South Africa",52,237.8068674467343,Durban,0.4187484265807596,Amber,Amber,4.52834701743597,Risky,"{""loadshedding"": 4.8, ""interop"": 0.7293377179496303, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
739,-34.04,18.36,30,Hout Bay,N/A,"6 St Anthonys Road, Hout Bay, South Africa",55,14.097294854219069,Cape Town,6.623703184286299,Amber,Amber,4.733840858794764,Risky,"{""loadshedding"": 4.5, ""interop"": 4.235510734934544, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
1781,-25.48,30.96,30,Mbombela,N/A,"1 Apiesdoring Street, Mbombela, South Africa",68,275.4109707692901,Pretoria,0.361780141076478,Red,Red,3.0315106351164722,Risky,"{""loadshedding"": 3.2, ""interop"": 0.6438829389559091, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
1689,-23.89,30.29,30,Greater Tzaneen Local Municipality,Greater Tzaneen Ward 19,"unnamed road, Greater Tzaneen Ward 19, Greater Tzaneen Local Municipality, South Africa",56,293.13122640589137,Pretoria,0.33998430299951665,Amber,Amber,4.418819129514895,Risky,"{""loadshedding"": 4.4, ""interop"": 0.6102391189361832, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
2156,-26.28,27.7,30,Bekkersdal,N/A,"Bekkersdal, South Africa",64,35.65115110292839,Johannesburg,2.7284272660132114,Red,Red,3.299523598910545,Risky,"{""loadshedding"": 3.5999999999999996, ""interop"": 2.74404498638182, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
4414,-25.01,27.01,30,Magong,N/A,"Magong, South Africa",54,147.43482452450408,Pretoria,0.6736963534018372,Amber,Amber,4.5059144386517795,Risky,"{""loadshedding"": 4.6, ""interop"": 1.0739304831472463, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
5798,-25.02,28.01,30,Moretele Local Municipality,Moretele Ward 6,"unnamed road, Moretele Ward 6, Moretele Local Municipality, South Africa",62,83.88344590152603,Pretoria,1.1780860088551401,Red,Red,3.259854964458909,Risky,"{""loadshedding"": 3.8, ""interop"": 1.6231870557363612, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
854,-33.92,18.59,30,Parow,N/A,"10 Tredoux Street, Parow, South Africa",57,15.317093923181044,Cape Town,6.1285422803097305,Amber,Amber,4.672638456448043,Risky,"{""loadshedding"": 4.3, ""interop"": 4.095480705600538, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
44599,-22.0,30.02,30,No result found,No result found,No result found,62,454.7662476330562,Pretoria,0.21941071880450305,Red,Red,3.163090306642098,Risky,"{""loadshedding"": 3.8, ""interop"": 0.4136288330262251, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
997,-26.42,28.47,30,Nigel,Glenvarloch,"Court Street, Glenvarloch, Nigel, 1491, South Africa",51,48.49191534993297,Johannesburg,2.020532026149104,Amber,Amber,4.679400544262315,Risky,"{""loadshedding"": 4.9, ""interop"": 2.305006803278938, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
727,-34.15,19.02,30,Theewaterskloof Local Municipality,Theewaterskloof Ward 14,"Prins Street, Theewaterskloof Ward 14, Theewaterskloof Local Municipality, 7160, South Africa",56,60.344384362932274,Cape Town,1.6301410640682152,Amber,Amber,4.531314381365886,Risky,"{""loadshedding"": 4.4, ""interop"": 2.0164297670735656, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
11912,-25.28,25.87,30,Ramotshere Moiloa Nu,N/A,"Ramotshere Moiloa Nu, South Africa",66,241.06797866809939,Johannesburg,0.41310709723036315,Red,Red,3.0876824015579034,Risky,"{""loadshedding"": 3.4000000000000004, ""interop"": 0.7210300194737963, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
29767,-29.62,24.09,30,Thembelihle Local Municipality,Thembelihle Ward 2,"unnamed road, Thembelihle Ward 2, Thembelihle Local Municipality, South Africa",50,214.48462589254567,Bloemfontein,0.46407023046677287,Amber,Amber,4.583592499696443,Risky,"{""loadshedding"": 5.0, ""interop"": 0.7949062462055292, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
87,-32.94,28.02,30,Gonubie,N/A,"1 Humphries Street, Gonubie, South Africa",60,250.38106615457605,Port Elizabeth,0.39780243408829075,Red,Red,3.235865878252385,Risky,"{""loadshedding"": 4.0, ""interop"": 0.6983234781548138, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
1606,-26.47,29.11,30,Govan Mbeki Local Municipality,Govan Mbeki Ward 18,"Bologna Road, Govan Mbeki Ward 18, Govan Mbeki Local Municipality, 2280, South Africa",51,109.950606930354,Johannesburg,0.9013019646009875,Amber,Amber,4.602183812957194,Risky,"{""loadshedding"": 4.9, ""interop"": 1.3397976619649214, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
232,-28.16,30.23,30,Endumeni Local Municipality,Craigside,"Union Street, Craigside, Endumeni Local Municipality, South Africa",65,203.97571777997013,Durban,0.48786266531016304,Red,Red,3.121281566478811,Risky,"{""loadshedding"": 3.5, ""interop"": 0.8285195809851436, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
3644,-25.65,31.51,30,Mhlambanyatsi,N/A,"Mhlambanyatsi, South Africa",52,328.88496613357955,Pretoria,0.30313597243321244,Amber,Amber,4.514167674721377,Risky,"{""loadshedding"": 4.8, ""interop"": 0.5520959340172094, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
1610,-26.49,27.49,30,Fochville,N/A,"67 Wulfsohn Street, Fochville, South Africa",66,63.987518823753454,Johannesburg,1.5387570076525097,Red,Red,3.1854153936169345,Risky,"{""loadshedding"": 3.4000000000000004, ""interop"": 1.94269242021168, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
637,-27.85,26.36,30,Nala Local Municipality,Nala Ward 2,"Louis Botha Street, Nala Ward 2, Nala Local Municipality, 9680, South Africa",65,138.06433440863862,Bloemfontein,0.7190916378756855,Red,Red,3.145378598257257,Risky,"{""loadshedding"": 3.5, ""interop"": 1.12973247821572, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
309,-29.0,31.02,30,Esiweni/amambulwa,N/A,"Esiweni/amambulwa, South Africa",54,95.48324263559745,Durban,1.0364494109892721,Amber,Amber,4.53863867696165,Risky,"{""loadshedding"": 4.6, ""interop"": 1.4829834620206288, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
1588,-25.65,28.24,60,Pretoria,Doornpoort,"Katjiepiering Road, Doornpoort, Pretoria, 0017, South Africa",44,10.93864829437787,Pretoria,8.376157629762144,Green,Green,6.968355762469038,Amber,"{""loadshedding"": 5.6, ""interop"": 4.666947030862979, ""security"": 8.5, ""demand"": 6.0, ""permitting"": 8.0, ""physical"": 8.5, ""opCost"": 9.0}"
11906,-31.16,28.87,30,Qumbu,N/A,"Null, Qumbu, South Africa",62,251.84680905125515,Durban,0.39549638919797,Red,Red,3.1855904488924303,Risky,"{""loadshedding"": 3.8, ""interop"": 0.6948806111553802, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
5852,-32.2,26.82,30,Lukhanji Local Municipality,Lukhanji Ward 5,"R67, Lukhanji Ward 5, Lukhanji Local Municipality, 1409, South Africa",56,225.76854850541585,Port Elizabeth,0.440978260252928,Amber,Amber,4.430940481342616,Risky,"{""loadshedding"": 4.4, ""interop"": 0.7617560167826956, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
1719,-25.84,28.16,30,Centurion,N/A,"1026 Nina Road, Centurion, South Africa",55,12.369944007365296,Pretoria,7.479462886674136,Amber,Amber,4.751587234348658,Risky,"{""loadshedding"": 4.5, ""interop"": 4.457340429358217, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
18267,-28.56,28.85,30,Marakong,N/A,"Marakong, South Africa",49,255.4984846986727,Durban,0.3898658509327149,Amber,Amber,4.599916031754908,Risky,"{""loadshedding"": 5.1, ""interop"": 0.6864503969363549, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
369,-29.74,30.94,30,Ntuzuma,N/A,"30 108327 Street, Ntuzuma, South Africa",54,15.378852656598431,Durban,6.105433762462825,Amber,Amber,4.747096822324299,Risky,"{""loadshedding"": 4.6, ""interop"": 4.0887102790537435, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
701,-34.02,18.44,85,Cape Town,Silverhurst,"Dale Avenue, Silverhurst, Cape Town, 7806, South Africa",26,10.67580153488428,Cape Town,8.564722490462502,Green,Green,7.92167726611196,Ready,"{""loadshedding"": 7.4, ""interop"": 4.708465826399496, ""security"": 8.5, ""demand"": 8.5, ""permitting"": 8.0, ""physical"": 8.5, ""opCost"": 9.0}"
412,-30.09,30.86,30,Kingsburgh,N/A,"11 Madeline Road, Kingsburgh, South Africa",50,30.07287512781974,Durban,3.218240976692542,Amber,Amber,4.760113607514246,Risky,"{""loadshedding"": 5.0, ""interop"": 3.001420093928073, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
1875,-28.29,26.15,30,Bultfontein,N/A,"12 Viljoen Street, Bultfontein, South Africa",56,88.65839463012533,Bloemfontein,1.1153445297848315,Amber,Amber,4.494979219230177,Risky,"{""loadshedding"": 4.4, ""interop"": 1.562240240377214, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
152,-34.06,23.37,30,Plettenberg Bay,N/A,"4237 Mlele, Plettenberg Bay, South Africa",52,207.1956743819355,Port Elizabeth,0.4803173759342845,Amber,Amber,4.535433467830718,Risky,"{""loadshedding"": 4.8, ""interop"": 0.8179183478839771, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
797,-34.02,18.51,85,Cape Town,N/A,"20 Louis, Cape Town, South Africa",20,13.212454447863013,Cape Town,7.036082357684251,Green,Green,8.042628475543896,Ready,"{""loadshedding"": 8.0, ""interop"": 4.345355944298718, ""security"": 8.5, ""demand"": 8.5, ""permitting"": 8.0, ""physical"": 8.5, ""opCost"": 9.0}"
1001,-25.96,28.23,30,Clayville,N/A,"1 West View Road, Clayville, South Africa",68,23.584547958555998,Pretoria,4.067595636437059,Red,Red,3.250715154257855,Risky,"{""loadshedding"": 3.2, ""interop"": 3.3839394282231883, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
1564,-26.3,29.99,30,Breyten,N/A,"170 Hoy Street, Breyten, South Africa",60,186.3319491255165,Pretoria,0.5338117735218664,Red,Red,3.2513552417771105,Risky,"{""loadshedding"": 4.0, ""interop"": 0.8919405222138883, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
761,-33.09,18.03,30,Langebaan,N/A,"Street, Langebaan, South Africa",52,99.76827690890265,Cape Town,0.9923758058342389,Amber,Amber,4.584988808182881,Risky,"{""loadshedding"": 4.8, ""interop"": 1.4373601022860032, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
363,-29.0,30.01,30,Umtshezi Local Municipality,Umtshezi Ward 9,"Umtshezi Ward 9, Umtshezi Local Municipality, Uthukela District Municipality, South Africa",49,136.81565868226525,Durban,0.7256069517510383,Amber,Amber,4.636009620123626,Risky,"{""loadshedding"": 5.1, ""interop"": 1.137620251545323, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
1668,-25.49,31.5,30,Nkomazi,Fisheaglebend,"Kroonarend Street, Fisheaglebend, Nkomazi, 1320, South Africa",62,329.1739356724818,Pretoria,0.30287066662704615,Red,Red,3.174133709768708,Risky,"{""loadshedding"": 3.8, ""interop"": 0.5516713721088543, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
123,-33.81,25.39,30,KwaNobuhle,Nelson Mandela Bay Ward 44,"Jabavu Street, Nelson Mandela Bay Ward 44, KwaNobuhle, 6242, South Africa",65,26.728087990717995,Port Elizabeth,3.6064513367627473,Red,Red,3.309799749230301,Risky,"{""loadshedding"": 3.5, ""interop"": 3.1849968653787646, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
4102,-26.72,27.12,30,Potchefstroom,N/A,"15 Fredrik Street, Potchefstroom, South Africa",50,108.68045186048994,Johannesburg,0.911739496908682,Amber,Amber,4.6280970576673965,Risky,"{""loadshedding"": 5.0, ""interop"": 1.351213220842451, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
758,-33.49,21.27,30,George,Kannaland Ward 4,"Albert Street, Kannaland Ward 4, George, 6655, South Africa",61,267.64398173120895,Cape Town,0.3722398668884187,Red,Red,3.207787016631798,Risky,"{""loadshedding"": 3.9000000000000004, ""interop"": 0.6598377078974748, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
1714,-25.71,28.22,60,Pretoria,N/A,"641 20th Avenue, Pretoria, South Africa",47,4.31602574464047,Pretoria,18.811045093379835,Green,Green,7.018143459231814,Amber,"{""loadshedding"": 5.3, ""interop"": 6.226793240397663, ""security"": 8.5, ""demand"": 6.0, ""permitting"": 8.0, ""physical"": 8.5, ""opCost"": 9.0}"
1443,-27.26,24.96,30,Mamusa [Schweizer-reneke]  Nu,N/A,"Mamusa [Schweizer-reneke] Nu, South Africa",53,237.38568656552908,Bloemfontein,0.4194882731455914,Amber,Amber,4.503433984104885,Risky,"{""loadshedding"": 4.7, ""interop"": 0.7304248013110601, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
156,-31.9,26.87,30,Lukhanji Local Municipality,Lukhanji Ward 24,"Komani Street, Lukhanji Ward 24, Lukhanji Local Municipality, 5320, South Africa",66,257.420774254425,Port Elizabeth,0.3869657936306089,Red,Red,3.084567600614246,Risky,"{""loadshedding"": 3.4000000000000004, ""interop"": 0.6820950076780767, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
1678,-25.74,28.32,60,Pretoria,N/A,"125 Analees Street, Pretoria, South Africa",40,9.126719243814216,Pretoria,9.874866439205746,Green,Green,7.093091496741969,Amber,"{""loadshedding"": 6.0, ""interop"": 4.976143709274606, ""security"": 8.5, ""demand"": 6.0, ""permitting"": 8.0, ""physical"": 8.5, ""opCost"": 9.0}"
1747,-26.85,26.77,30,Stilfontein,N/A,"15 Umgeni Street, Stilfontein, South Africa",57,145.9669366123748,Johannesburg,0.6804251507517635,Amber,Amber,4.431583735863881,Risky,"{""loadshedding"": 4.3, ""interop"": 1.0822966982985107, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
927,-26.25,28.31,30,N/A,Dalpark,"Kipling Crescent, Dalpark, Gauteng, 1567, South Africa",65,26.696060994256626,Johannesburg,3.6106217422303173,Red,Red,3.3099507033797693,Risky,"{""loadshedding"": 3.5, ""interop"": 3.18688379224712, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
387,-27.38,31.62,30,uPhongolo Local Municipality,uPhongolo Ward 11,"Bokmakierie Street, uPhongolo Ward 11, uPhongolo Local Municipality, 3170, South Africa",60,281.7341319278901,Durban,0.3536891684004551,Red,Red,3.2305165652788634,Risky,"{""loadshedding"": 4.0, ""interop"": 0.6314570659857994, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
1612,-26.74,28.75,30,Dipaleseng Local Municipality,Willemsdal,"Hertsog Street, Willemsdal, Dipaleseng Local Municipality, 2415, South Africa",58,91.88584185493445,Johannesburg,1.0765903393132419,Amber,Amber,4.4418947794760335,Risky,"{""loadshedding"": 4.2, ""interop"": 1.523684743450421, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
1614,-26.8,28.5,30,Grootvlei,N/A,"Grootvlei, South Africa",51,80.12395134510146,Johannesburg,1.2326815735910075,Amber,Amber,4.628984727611488,Risky,"{""loadshedding"": 4.9, ""interop"": 1.6748090951436008, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
1686,-24.52,28.71,30,Mookgopong,N/A,"25 5th Street, Mookgopong, South Africa",57,144.85729082515476,Pretoria,0.6856016551128334,Amber,Amber,4.432096808829554,Risky,"{""loadshedding"": 4.3, ""interop"": 1.0887101103694237, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
184,-33.98,25.6,30,Port Elizaberth,N/A,"19 5th Avenue, Port Elizaberth, South Africa",55,2.4686790546801998,Port Elizabeth,28.829418468414527,Amber,Amber,4.961412577229365,Risky,"{""loadshedding"": 4.5, ""interop"": 7.080157215367063, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
2210,-33.99,18.69,30,Blue Downs,Mfuleni,"Eersriv Way, Mfuleni, Blue Downs, 7103, South Africa",51,25.57021894965049,Cape Town,3.7636121926392865,Amber,Amber,4.755396066860714,Risky,"{""loadshedding"": 4.9, ""interop"": 3.2549508357589128, ""security"": 5.5, ""demand"": 3.0, ""permitting"": 6.0, ""physical"": 6.0, ""opCost"": 5.5}"
45,-32.99,27.86,30,East London,Rosedale Park,"Woolwash Road, Rosedale Park, East London, 5252, South Africa",65,234.58517496476273,Port Elizabeth,0.42447492723155156,Red,Red,3.114018970129914,Risky,"{""loadshedding"": 3.5, ""interop"": 0.7377371266239254, ""security"": 3.0, ""demand"": 3.0, ""permitting"": 4.0, ""physical"": 4.0, ""opCost"": 3.0}"
