Site Identifier,Site Type,LAT Trimmed,LON Trimmed
32850,Remote Site,-26.07,28.07
48211,Remote Site,-29.61,31.11
30089,Remote Site,-25.59,27.99
45001,Remote Site,-26.33,27.86
36322,Remote Site,-25.97,28.12
41120,Remote Site,-24.71,31.97
30248,Remote Site,-26.1,27.93
31229,Remote Site,-33.89,18.6
10883,Remote Site,-25.89,28.25
72403,Remote Site,-29.12,26.24
31831,Remote Site,-34.07,18.44
61938,Remote Site,-29.15,31.4
28364,Remote Site,-33.95,25.52
20930,Remote Site,-26.04,28.19
17618,Remote Site,-27.75,29.98
11901,Remote Site,-28.28,30.42
677,Remote Site,-33.85,18.52
47458,Remote Site,-25.97,28.1
52769,Remote Site,-22.9,30.19
24796,Remote Site,-32.79,18.06
9585,Remote Site,-33.96,18.84
4167,Remote Site,-30.78,30.42
45133,Remote Site,-29.23,29.73
15206,Remote Site,-26.49,27.87
10558,Remote Site,-26.04,28.06
12077,Remote Site,-26.15,27.92
47630,Remote Site,-33.8,18.97
40145,Remote Site,-33.95,25.58
38446,Remote Site,-33.92,18.43
37478,Remote Site,-26.1,27.9
43344,Remote Site,-29.53,31.2
9777,Remote Site,-26.12,28.16
45031,Remote Site,-34.15,22.1
174205,Remote Site,-26.28,27.81
51937,Remote Site,-25.77,28.31
43738,Remote Site,-33.86,18.6
31433,Remote Site,-30,25.05
40136,Remote Site,-24.18,28.63
44878,Remote Site,-28.23,28.31
38627,Remote Site,-28.01,26.02
11951,Remote Site,-28.6,30.87
NonEQ 3999,Remote Site,0,0
20973,Remote Site,-29.12,26.21
44963,Remote Site,-29.51,31.22
22509,Remote Site,-33.91,18.42
36282,Remote Site,-26.89,26.65
20502,Remote Site,-25.7,27.24
34313,Remote Site,-33.9,18.42
5522,Remote Site,-25.77,28.23
24991,Remote Site,-26.01,28.01
40926,Remote Site,-25.33,30.95
18488,Remote Site,-22.96,30.52
32328,Remote Site,-26.26,28.25
13853,Remote Site,-33.87,22.35
19904,Remote Site,-26.27,28.05
6604,Remote Site,-29.86,31.03
4828,Remote Site,-25.78,28.37
21804,Remote Site,-33.95,18.49
31894,Remote Site,-31.99,18.49
15887,Remote Site,-34.16,18.4
3052,Remote Site,-29.83,30.96
3708,Remote Site,-25.87,28.11
4676,Remote Site,-23.9,29.48
38643,Remote Site,-25.97,28.3
13560,Remote Site,-26.05,28.09
37132,Remote Site,-33.89,18.52
10554,Remote Site,-26.66,28.01
26770,Remote Site,-26.13,28.05
22511,Remote Site,-25.93,30.57
18120,Remote Site,-33.95,18.86
38331,Remote Site,-23.83,30.16
47505,Remote Site,-29.53,31.21
21641,Remote Site,-26.01,28.19
13845,Remote Site,-23.94,30.15
36368,Remote Site,-30.03,30.9
3457,Remote Site,-33.05,18.05
13004,Remote Site,-29.86,31.03
19920,Remote Site,-32.92,17.99
44471,Remote Site,-33.99,22.5
13730,Remote Site,-33.93,18.44
5041,Remote Site,-33.9,18.63
10103,Remote Site,-26.1,29.33
71017,Remote Site,-28.43,21.28
2099,Remote Site,-26.13,28.23
44837,Remote Site,-25.73,28.33
231167,Remote Site,-25.91,29.77
5061,Remote Site,-25.71,28.15
5373,Remote Site,-29.81,30.88
48659,Remote Site,-25.97,28.13
49041,Remote Site,-33.8,18.49
11530,Remote Site,-26.08,27.97
8643,Remote Site,-26.14,27.86
13135,Remote Site,-26.22,28.01
12741,Remote Site,-26.01,28
28822,Remote Site,-26.09,27.78
47474,Remote Site,-26,28.1
11270,Remote Site,-26.03,28.08
39659,Remote Site,-26.11,28.06
14918,Remote Site,-26.11,28.05
18953,Remote Site,-26.18,28.14
34798,Remote Site,-26.01,27.01
7045,Remote Site,-26.04,28.02
42350,Remote Site,-26.09,27.93
7081,Remote Site,-25.01,28.01
45567,Remote Site,-26.04,28.1
5634,Remote Site,-26.11,28.03
30539,Remote Site,-26.13,27.85
49165,Remote Site,-26.19,28.13
6753,Remote Site,-26.1,27.94
38073,Remote Site,-26.04,28.02
26579,Remote Site,-26.1,28.06
16854,Remote Site,-26.24,27.98
22612,Remote Site,-26.21,28.16
15471,Remote Site,-34.08,18.82
115,Remote Site,-34.17,21.99
32689,Remote Site,-33.89,18.56
5332,Remote Site,-33.91,18.41
11115,Remote Site,-29.84,31.03
6178,Remote Site,-29.34,31.37
46013,Remote Site,-29.95,30.94
6335,Remote Site,-26.01,28.05
30377,Remote Site,-30.29,30.07
34196,Remote Site,-29.59,30.36
4662,Remote Site,-30.19,30.61
8309,Remote Site,-29.86,31.02
15162,Remote Site,-33.88,18.63
46818,Remote Site,-25.98,28.12
914,Remote Site,-26.2,28.42
4150,Remote Site,-25.34,27.09
8798,Remote Site,-33.98,18.36
12786,Remote Site,-25.96,28.13
36280,Remote Site,-33.94,25.6
43280,Remote Site,-34.07,23.12
12211,Remote Site,-32.98,18.03
11329,Remote Site,-25.78,28.27
705,Remote Site,-33.97,18.6
37462,Remote Site,-33.82,18.99
34882,Remote Site,-25.94,28.13
40996,Remote Site,-33.85,18.69
20862,Remote Site,-33.9,18.51
46819,Remote Site,-25.98,28.12
35602,Remote Site,-29.85,31.03
10650,Remote Site,-33.93,18.42
28980,Remote Site,-29.83,31.03
30558,Remote Site,-29.72,31.07
1492,Remote Site,-26.55,29.16
5366,Remote Site,-26.2,28.06
19556,Remote Site,-26.06,27.98
259429,Remote Site,-26.08,28.28
795,Remote Site,-33.92,18.51
5516,Remote Site,-33.92,18.42
38555,Remote Site,-33.92,18.43
30358,Remote Site,-34.09,18.48
7682,Remote Site,-33.88,18.58
34147,Remote Site,-33.91,18.42
14038,Remote Site,-33.9,18.42
40751,Remote Site,-29.58,30.38
36587,Remote Site,-25.71,27.25
7685,Remote Site,-28.82,32.06
4079,Remote Site,-26.23,27.98
41123,Remote Site,-25.66,27.22
47844,Remote Site,-25.94,28.02
29690,Remote Site,-26,28.12
28158,Remote Site,-26.02,28.02
4277,Remote Site,-33.92,18.42
7687,Remote Site,-28.79,32.03
51296,Remote Site,-24.41,30.69
34105,Remote Site,-26.42,27.41
30182,Remote Site,-25.91,27.71
57020,Remote Site,-27.78,30.09
1461,Remote Site,-26.69,27.09
12720,Remote Site,-33.92,18.42
23117,Remote Site,-29.6,30.38
50874,Remote Site,-25.4,28.27
4978,Remote Site,-25.72,28.33
47349,Remote Site,-26.12,27.95
60840,Remote Site,-26.52,29.19
31313,Remote Site,-26.03,28.05
34371,Remote Site,-26,28.01
11858,Remote Site,-25.83,28.13
1185,Remote Site,-25.78,24.2
6374,Remote Site,-28.02,26.72
36960,Remote Site,-28.69,24.77
3962,Remote Site,-32.42,20.58
10882,Remote Site,-26.85,26.67
11994,Remote Site,-29.82,30.99
2327,Remote Site,-26.72,27.85
30007,Remote Site,-33.47,18.73
16470,Remote Site,-23.07,28
32080,Remote Site,-33.96,18.49
45304,Remote Site,-26.01,28.01
29786,Remote Site,-34.21,18.99
5998,Remote Site,-26,28.13
25238,Remote Site,-24.74,31.6
45690,Remote Site,-33.96,25.55
1935,Remote Site,-26,28.01
4326,Remote Site,-25.75,28.22
20324,Remote Site,-26.25,28.32
50025,Remote Site,-25.28,29.18
17054,Remote Site,-33.95,18.48
10538,Remote Site,-26.1,28.07
31155,Remote Site,-26.23,28.08
24306,Remote Site,-34.06,18.43
853,Remote Site,-34.06,19.29
6401,Remote Site,-28.26,26.78
57975,Remote Site,-31.61,28.77
38947,Remote Site,-33.94,18.47
24231,Remote Site,-26,28.12
55638,Remote Site,-28.24,28.33
36524,Remote Site,-25.54,27.13
60927,Remote Site,-25.47,27.83
61006,Remote Site,-25.15,31.13
8661,Remote Site,-29.81,31
52341,Remote Site,-26.1,28.01
33491,Remote Site,-26.15,28.04
52940,Remote Site,-25.64,27.78
79834,Remote Site,-23.89,29.45
24925,Remote Site,-29.01,31.01
21647,Remote Site,-26.29,28.1
15826,Remote Site,-26.01,28.12
16944,Remote Site,-26.17,27.93
41099,Remote Site,-26.08,27.98
11997,Remote Site,-25.86,28.31
11732,Remote Site,-26.14,28.01
21691,Remote Site,-25.75,28.27
5044,Remote Site,-26.26,29.19
59385,Remote Site,-24.9,28.29
19453,Remote Site,-25.95,27.56
77171,Remote Site,-26.35,27.36
39466,Remote Site,-34.64,20.22
6074,Remote Site,-25.73,28.23
49187,Remote Site,-24.73,31.21
64325,Remote Site,-26.49,28.37
59895,Remote Site,-25.87,29.13
61187,Remote Site,-26.85,26.7
146301,Remote Site,-22.98,30.46
139747,Remote Site,-25.79,28.28
27098,Remote Site,-24.98,31.48
237838,Remote Site,-22.74,30.53
25585,Remote Site,-29.01,29.42
204704,Remote Site,-26.49,29.07
24628,Remote Site,-26.69,27.1
187889,Remote Site,-23.43,28.62
60717,Remote Site,-25.55,28.09
6921,Remote Site,-32.97,18.05
132707,Remote Site,-23.58,28.13
77045,Remote Site,-29.05,26.18
5762,Remote Site,-25.96,29.33
6336,Remote Site,-33.93,18.42
10656,Remote Site,-26.83,28.04
18028,Remote Site,-33.95,25.57
5179,Remote Site,-29.49,30.3
11667,Remote Site,-26.13,28.08
448,Remote Site,-33.86,18.67
5471,Remote Site,-33.98,18.46
34946,Remote Site,-29.75,31.07
3277,Remote Site,-29.78,31
34096,Remote Site,-33.66,18.81
3771,Remote Site,-25.46,30.93
28979,Remote Site,-29.01,30
33226,Remote Site,-25.47,30.96
15940,Remote Site,-24.16,29.55
29510,Remote Site,-26.34,28.18
51495,Remote Site,-34.09,18.82
51742,Remote Site,-25.95,27.91
54733,Remote Site,-25.69,31.82
14664,Remote Site,-29.73,31.06
20811,Remote Site,-33.91,18.61
7435,Remote Site,-26.71,27.11
48355,Remote Site,-33.8,18.48
65644,Remote Site,-26.01,27.94
337,Remote Site,-33.92,18.43
71473,Remote Site,-33.95,25.46
131083,Remote Site,-26.31,28.05
2793,Remote Site,-26.01,28
4928,Remote Site,-25.66,28.11
59587,Remote Site,-28.44,21.26
42302,Remote Site,-29.51,31.2
15432,Remote Site,-33.98,25.56
54931,Remote Site,-33.68,25.43
9085,Remote Site,-24.53,29.7
11657,Remote Site,-28.5,28.61
12748,Remote Site,-28.74,32.09
17620,Remote Site,-29.36,30.1
44863,Remote Site,-29.85,30.92
17144,Remote Site,-29.85,31.03
50170,Remote Site,-29.74,29.31
36391,Remote Site,-29.53,31.2
5349,Remote Site,-25.46,31.56
11157,Remote Site,-26.21,28.14
20670,Remote Site,-25.69,31.79
28061,Remote Site,-33.94,18.67
7126,Remote Site,-33.98,18.46
845,Remote Site,-32.74,17.96
49562,Remote Site,-29.11,26.27
3504,Remote Site,-23.73,30.41
40157,Remote Site,-34.2,22.09
37031,Remote Site,-26.21,28.04
37696,Remote Site,-26.18,28.02
44897,Remote Site,-26.2,28
19978,Remote Site,-26,28.01
16303,Remote Site,-28.08,30.13
19822,Remote Site,-30.79,30.4
4858,Remote Site,-26.17,28.05
13005,Remote Site,-29.86,31.03
76159,Remote Site,-25.95,28.09
32791,Remote Site,-29.85,30.82
25736,Remote Site,-26.01,27
21693,Remote Site,-26.14,27.63
72246,Remote Site,-25.11,31.06
25470,Remote Site,-24.9,31.51
25507,Remote Site,-24.97,31.53
15791,Remote Site,-26.19,28.3
2042,Remote Site,-26.37,27.71
56694,Remote Site,-25.75,28.95
235486,Remote Site,-26.17,27.69
135302,Remote Site,-34.41,19.26
20778,Remote Site,-26.22,28.1
47118,Remote Site,-24.4,30.82
14056,Remote Site,-26.18,28.24
10767,Remote Site,-26.35,28.37
6478,Remote Site,-28.78,32.02
61266,Remote Site,-25.99,28.12
58665,Remote Site,-33.89,18.51
46352,Remote Site,-34,18.48
1757,Remote Site,-24.48,30.1
59529,Remote Site,-26.51,29.18
21574,Remote Site,-33.91,18.63
19958,Remote Site,-27.99,26.76
60260,Remote Site,-23.86,29.48
40801,Remote Site,-26.19,28.06
5331,Remote Site,-26.09,28
2789,Remote Site,-29.86,31.03
58527,Remote Site,-26.43,27.42
33209,Remote Site,-26.53,30
47562,Remote Site,-26.52,29.99
1516,Remote Site,-25.87,28.19
13499,Remote Site,-25.74,28.27
13935,Remote Site,-26.88,26.66
551,Remote Site,-29.1,26.31
37395,Remote Site,-26.15,27.93
23154,Remote Site,-28.54,29.82
49,Remote Site,-25.75,28.24
7577,Remote Site,-25.74,28.21
47299,Remote Site,-26.26,28.11
40961,Remote Site,-23.91,29.45
55009,Remote Site,-28.74,24.74
23196,Remote Site,-28.77,31.91
2008,Remote Site,-26.11,27.91
42231,Remote Site,-29.87,31.04
23032,Remote Site,-29.87,30.96
12665,Remote Site,-28.89,31.47
99466,Remote Site,-29.76,30.78
20509,Remote Site,-30.16,30.08
239064,Remote Site,-29.79,30.78
53143,Remote Site,-29.22,29.94
53141,Remote Site,-29.21,29.97
146485,Remote Site,-30.37,30.68
3363,Remote Site,-29.65,31.24
29697,Remote Site,-29.81,31
8376,Remote Site,-28.95,29.2
35096,Remote Site,-26.13,27.97
264065,Remote Site,-26.28,28.13
85529,Remote Site,-26.09,28.05
25807,Remote Site,-26.11,28.09
65968,Remote Site,-26.14,28.41
41408,Remote Site,-26,27.99
1791,Remote Site,-26.21,28.17
274201,Remote Site,-26.41,28.12
12996,Remote Site,-26.19,28.13
18902,Remote Site,-26.17,28.13
140177,Remote Site,-26.11,28.12
234066,Remote Site,-26.28,27.89
31069,Remote Site,-25.96,28.22
29712,Remote Site,-26.15,28.34
5731,Remote Site,-25.98,28.23
36951,Remote Site,-26.16,28.21
31152,Remote Site,-26.54,27.89
29827,Remote Site,-26.66,27.97
45009,Remote Site,-26.71,27.82
10072,Remote Site,-25.86,25.64
34605,Remote Site,-23.28,29.11
56753,Remote Site,-24.66,30.31
51974,Remote Site,-23.94,29.79
27579,Remote Site,-23.94,29.94
254667,Remote Site,-25.65,27.79
261563,Remote Site,-25.63,28.39
32104,Remote Site,-25.44,28.71
9040,Remote Site,-25.76,27.49
3217,Remote Site,-25.97,27.54
47560,Remote Site,-25.98,27.55
12027,Remote Site,-25.95,27.54
206904,Remote Site,-25.78,27.86
29451,Remote Site,-25.9,28.17
12364,Remote Site,-25.68,27.24
26070,Remote Site,-24.99,31.58
104161,Remote Site,-25.53,31
110280,Remote Site,-25.77,28.36
19525,Remote Site,-25.77,28.23
76229,Remote Site,-25.87,28.36
115478,Remote Site,-34.01,23.03
18531,Remote Site,-34.02,18.44
46554,Remote Site,-33.77,18.97
144998,Remote Site,-33.9,18.51
31453,Remote Site,-33.9,18.51
129701,Remote Site,-34.13,18.84
7832,Remote Site,-26.01,28.01
2930,Remote Site,-26.55,24.14
46946,Remote Site,-29.23,26.3
42020,Remote Site,-28.8,26.69
580,Remote Site,-28.01,26.79
22745,Remote Site,-28.1,26.1
37953,Remote Site,-33.98,18.36
23895,Remote Site,-34.15,18.36
30359,Remote Site,-34.09,18.46
51967,Remote Site,-26.13,28.18
4865,Remote Site,-26.2,28.04
16500,Remote Site,-26.99,27.06
4241,Remote Site,-28.21,28.7
20704,Remote Site,-26.06,27.97
13912,Remote Site,-33.89,18.56
60596,Remote Site,-26.47,28.01
82024,Remote Site,-33.92,18.43
42612,Remote Site,-26.94,27.73
65036,Remote Site,-25.82,28.27
8757,Remote Site,-26.4,27.42
2057,Remote Site,-26.56,28.12
21423,Remote Site,-26.05,28.09
38,Remote Site,-26.14,28.01
11976,Remote Site,-26.39,28
75925,Remote Site,-26.06,27.83
47217,Remote Site,-26.25,27.86
6837,Remote Site,-33.94,18.46
28106,Remote Site,-26.47,20.61
6740,Remote Site,-29.14,26.25
37268,Remote Site,-26.47,28.07
40510,Remote Site,-26.41,27.83
22861,Remote Site,-26.96,24.73
289648,Remote Site,-26.98,29.22
52265,Remote Site,-25.29,27.2
6376,Remote Site,-26.19,27.97
17794,Remote Site,-26.14,28.05
91954,Remote Site,-26.08,28.13
4529,Remote Site,-26.04,28.07
44148,Remote Site,-31.09,29.18
54810,Remote Site,-26.01,27.95
34011,Remote Site,-25.12,29.05
19353,Remote Site,-25.95,27.92
294380,Remote Site,-26.04,27.91
6862,Remote Site,-26.11,27.78
17138,Remote Site,-29.85,30.99
34626,Remote Site,-25.99,27.99
39531,Remote Site,-26.21,27.87
42819,Remote Site,-25.8,27.86
58828,Remote Site,-26.16,28.35
34466,Remote Site,-29.09,26.23
45240,Remote Site,-33.89,18.51
1481,Remote Site,-25.76,28.19
6454,Remote Site,-33.92,18.42
81766,Remote Site,-26.01,28.01
75084,Remote Site,-26.31,28.06
27,Remote Site,-28.29,23
15681,Remote Site,-26.02,28.01
35640,Remote Site,-25.66,20.06
28156,Remote Site,-33.88,18.52
59950,Remote Site,-25.87,29.23
3985,Remote Site,-23.88,29.74
173161,Remote Site,-26.15,28.37
22555,Remote Site,-33.87,18.58
15045,Remote Site,-26.19,28.32
19548,Remote Site,-29.85,30.94
21745,Remote Site,-26,28.18
3965,Remote Site,-25.48,30.98
33233,Remote Site,-26.16,28.18
29820,Remote Site,-26.74,27.85
5125,Remote Site,-29,31
3233,Remote Site,-34,18.54
4732,Remote Site,-26.12,28.02
58695,Remote Site,-26.1,27.97
19092,Remote Site,-25.68,28.28
46469,Remote Site,-26.11,28.13
46372,Remote Site,-29.84,30.91
45648,Remote Site,-26.11,28.14
20520,Remote Site,-25.7,27.24
3616,Remote Site,-26.22,28.02
43972,Remote Site,-27.98,26.74
57068,Remote Site,-25.8,28.26
12035,Remote Site,-26.12,28.15
33404,Remote Site,-26,28.02
56868,Remote Site,-25.76,28.27
17628,Remote Site,-28.01,26.03
45637,Remote Site,-29.78,31
31089,Remote Site,-29.84,30.91
14917,Remote Site,-26.12,28.05
62014,Remote Site,-29.15,26.18
8604,Remote Site,-34.78,25.42
58458,Remote Site,-24.77,28.76
108671,Remote Site,-25.83,28.32
42919,Remote Site,-26.66,28.01
56020,Remote Site,-34.04,18.35
29452,Remote Site,-26.01,27.01
32117,Remote Site,-34.42,20.85
47481,Remote Site,-25.89,28.13
4877,Remote Site,-26.13,28.03
9120,Remote Site,-25.68,28.26
34838,Remote Site,-25.3,30.79
127739,Remote Site,-29.66,31.04
57032,Remote Site,-25.76,28.27
33133,Remote Site,-26.04,28
32265,Remote Site,-26.08,28.06
17708,Remote Site,-29.87,30.92
35506,Remote Site,-26.05,28.11
208422,Remote Site,-26.1,27.96
52020,Remote Site,-26.07,28.06
17959,Remote Site,-29.79,30.78
41585,Remote Site,-26.15,28.06
50328,Remote Site,-29.93,31.01
40992,Remote Site,-23.84,30.14
2075,Remote Site,-33.79,18.7
19348,Remote Site,-25.81,28.25
42833,Remote Site,-26.06,28.26
58460,Remote Site,-24.76,28.76
8633,Remote Site,-25.5,28.09
48586,Remote Site,-29.71,30.62
35104,Remote Site,-26.61,27.85
46111,Remote Site,-34.07,18.43
4356,Remote Site,-26.69,27.08
50318,Remote Site,-29.81,30.88
58461,Remote Site,-24.76,28.74
57873,Remote Site,-33.95,25.57
60835,Remote Site,-29.51,31.2
2494,Remote Site,-28.09,32.06
19599,Remote Site,-33.9,18.48
44597,Remote Site,-26.26,28.17
59084,Remote Site,-29.76,31.05
33074,Remote Site,-25.84,25.63
44178,Remote Site,-25.73,27.83
47404,Remote Site,-25.92,29.22
47202,Remote Site,-33.94,18.7
4098,Remote Site,-26.49,27.52
1166,Remote Site,-29.51,30.23
46037,Remote Site,-33.95,18.82
46753,Remote Site,-25.69,27.87
66379,Remote Site,-30.32,30.74
66412,Remote Site,-30.59,30.33
44572,Remote Site,-26.27,28.11
15840,Remote Site,-26.11,28.02
57814,Remote Site,-26.11,28.29
65038,Remote Site,-29.56,30.34
45037,Remote Site,-25.93,29.24
32724,Remote Site,-26.04,28.23
31756,Remote Site,-26.08,28.25
41826,Remote Site,-26.19,28.24
33326,Remote Site,-26.17,28.22
12503,Remote Site,-25.74,28.24
57066,Remote Site,-25.82,28.25
44571,Remote Site,-26.28,28.11
30394,Remote Site,-26,27.99
37786,Remote Site,-33.85,18.64
58192,Remote Site,-32.98,27.91
32697,Remote Site,-26.27,28.12
17925,Remote Site,-29.79,30.81
49245,Remote Site,-25.78,28.36
21238,Remote Site,-34.02,18.38
38644,Remote Site,-27.99,26.02
56299,Remote Site,-26.73,27.1
42244,Remote Site,-30.71,30.46
38172,Remote Site,-25.91,25.26
60087,Remote Site,-33.88,18.57
8950,Remote Site,-25.65,28.05
7472,Remote Site,-26.01,28
57866,Remote Site,-33.01,27.92
17918,Remote Site,-29.79,30.87
52059,Remote Site,-26.08,28.07
47397,Remote Site,-26.47,27.49
32177,Remote Site,-25.71,30.98
134034,Remote Site,-29.73,31.02
21388,Remote Site,-25.55,30.95
50317,Remote Site,-29.81,30.89
46861,Remote Site,-26.01,27.01
11497,Remote Site,-30.68,30.41
37048,Remote Site,-29.48,30.23
38174,Remote Site,-25.91,29.27
110952,Remote Site,-25.8,28.33
56783,Remote Site,-34.01,18.51
59085,Remote Site,-29.76,31.05
48166,Remote Site,-25.68,28.27
48498,Remote Site,-25.89,29.28
19526,Remote Site,-25.78,28.23
7474,Remote Site,-25.46,30.9
30750,Remote Site,-24.42,29.78
40759,Remote Site,-29.59,30.35
49967,Remote Site,-25.31,28.94
28334,Remote Site,-29.34,31.27
2403,Remote Site,-32.33,22.59
34705,Remote Site,-26.05,27.99
56679,Remote Site,-33.95,25.55
3390,Remote Site,-32.95,27.93
47109,Remote Site,-25.85,25.64
33090,Remote Site,-25.91,29.13
32723,Remote Site,-26.12,28.21
52057,Remote Site,-26.07,28.05
57426,Remote Site,-34.15,18.4
21114,Remote Site,-25.51,31
49762,Remote Site,-34.05,18.44
48303,Remote Site,-34.1,18.85
43257,Remote Site,-27.97,27.02
62647,Remote Site,-30.75,30.43
60165,Remote Site,-33.89,18.59
35635,Remote Site,-25.87,29.23
5585,Remote Site,-23.51,30.42
60275,Remote Site,-33.9,18.6
58459,Remote Site,-28.76,24.78
82559,Remote Site,-31.58,28.77
30447,Remote Site,-26.05,28.06
58027,Remote Site,-29.78,31.05
30744,Remote Site,-24.42,29.79
29955,Remote Site,-30.69,26.71
47968,Remote Site,-29.51,30.2
77695,Remote Site,-29.3,27.45
58065,Remote Site,-33.9,18.7
37065,Remote Site,-25.77,28.2
39430,Remote Site,-33.91,18.67
1198,Remote Site,-34.26,19.18
48411,Remote Site,-34.05,18.84
48920,Remote Site,-26.91,27.45
208423,Remote Site,-26.2,28.15
36588,Remote Site,-33.85,18.68
57794,Remote Site,-33.86,18.7
17658,Remote Site,-33.93,18.61
561,Remote Site,-33.87,18.52
47183,Remote Site,-25.84,28.21
48120,Remote Site,-33.9,18.69
58469,Remote Site,-33.85,18.71
57315,Remote Site,-33.87,18.64
39779,Remote Site,-25,28.01
9859,Remote Site,-34.14,18.43
16087,Remote Site,-33.88,18.72
45786,Remote Site,-34.03,18.5
48016,Remote Site,-34.09,18.46
46652,Remote Site,-33.91,18.47
75682,Remote Site,-33.98,18.51
60154,Remote Site,-33.99,18.49
40517,Remote Site,-27.97,26.08
35638,Remote Site,-25.88,29.24
18920,Remote Site,-25.76,27.78
76048,Remote Site,-33.96,18.5
56980,Remote Site,-34.05,18.49
56962,Remote Site,-34.03,18.48
76067,Remote Site,-33.98,18.49
18015,Remote Site,-33.82,18.53
16199,Remote Site,-34.13,18.9
56026,Remote Site,-34.05,18.34
32727,Remote Site,-26.15,28.18
45787,Remote Site,-34.04,18.48
58193,Remote Site,-32.95,27.9
34689,Remote Site,-34.1,18.86
60161,Remote Site,-33.9,18.61
38287,Remote Site,-25.93,29.24
34017,Remote Site,-26.5,29.18
6032,Remote Site,-29.53,30.25
57417,Remote Site,-33.98,25.5
29931,Remote Site,-25.58,30.97
57578,Remote Site,-29.83,30.92
12414,Remote Site,-27.8,26.16
23693,Remote Site,-33.81,18.54
47455,Remote Site,-31.27,30.74
56550,Remote Site,-34.01,18.52
56946,Remote Site,-34.03,18.49
16428,Remote Site,-33.99,25.54
18510,Remote Site,-34.13,18.43
76052,Remote Site,-33.96,18.5
56898,Remote Site,-34.09,18.46
48119,Remote Site,-33.89,18.69
76057,Remote Site,-33.96,18.5
56902,Remote Site,-34.09,18.48
48441,Remote Site,-25.88,29.25
58032,Remote Site,-29.78,31.03
43539,Remote Site,-29.6,30.35
57055,Remote Site,-34.21,18.46
18347,Remote Site,-34.94,18.52
56543,Remote Site,-34.16,18.43
64112,Remote Site,-30.75,30.45
30776,Remote Site,-34.17,18.43
32293,Remote Site,-33.84,18.68
24158,Remote Site,-28.19,26.17
23954,Remote Site,-34.03,18.44
5741,Remote Site,-34.03,18.45
49566,Remote Site,-24.44,28.37
40399,Remote Site,-33.84,18.68
14079,Remote Site,-25.94,28.15
22124,Remote Site,-25.87,29.22
18911,Remote Site,-33.63,19.06
76071,Remote Site,-33.98,18.49
57146,Remote Site,-34.09,18.49
45470,Remote Site,-29.57,30.34
47201,Remote Site,-33.94,18.7
57740,Remote Site,-34.02,18.48
17024,Remote Site,-33.9,18.67
21129,Remote Site,-33.86,18.64
23583,Remote Site,-33.84,18.69
57436,Remote Site,-34.03,18.47
58166,Remote Site,-25.81,29.46
46168,Remote Site,-25.01,28.01
2806,Remote Site,-33.84,18.68
34346,Remote Site,-33.89,18.71
60759,Remote Site,-33.79,18.48
56019,Remote Site,-34.05,18.36
49090,Remote Site,-34.14,18.86
46649,Remote Site,-33.88,18.57
56303,Remote Site,-26.69,27.1
34059,Remote Site,-34.08,18.43
67430,Remote Site,-32.93,27.99
58474,Remote Site,-33.83,18.7
56864,Remote Site,-34.02,18.36
46648,Remote Site,-33.88,18.58
50486,Remote Site,-33.84,18.71
15895,Remote Site,-33.83,18.65
432,Remote Site,-33.86,18.67
28669,Remote Site,-34.01,18.35
32071,Remote Site,-34.01,18.45
49034,Remote Site,-34.12,18.85
56213,Remote Site,-34.11,18.4
45099,Remote Site,-25.88,29.26
8277,Remote Site,-33.81,18.66
56553,Remote Site,-34,18.51
56963,Remote Site,-34.02,18.49
56945,Remote Site,-34.03,18.49
18061,Remote Site,-34.02,18.38
56972,Remote Site,-34.05,18.49
56981,Remote Site,-34.05,18.51
46647,Remote Site,-33.82,18.69
3731,Remote Site,-33.83,18.72
51946,Remote Site,-33.8,18.51
11154,Remote Site,-33.98,25.58
19596,Remote Site,-33.88,18.54
27581,Remote Site,-26.14,27.74
50138,Remote Site,-33.81,18.51
56021,Remote Site,-34.04,18.35
17615,Remote Site,-34.42,19.15
45464,Remote Site,-33.89,18.6
57551,Remote Site,-33,27.88
39825,Remote Site,-34.04,22.81
56017,Remote Site,-34.04,18.36
6039,Remote Site,-33.86,18.52
29484,Remote Site,-33.83,18.53
26054,Remote Site,-33.86,18.66
34015,Remote Site,-26.51,29.18
60162,Remote Site,-33.31,18.6
35194,Remote Site,-25.77,28.27
57673,Remote Site,-33.9,18.49
33442,Remote Site,-33.86,18.6
35154,Remote Site,-33.82,18.67
46340,Remote Site,-26.1,28.03
9060,Remote Site,-26.71,27.1
4916,Remote Site,-29.52,30.24
56935,Remote Site,-34.01,18.35
46135,Remote Site,-33.86,25.62
72394,Remote Site,-26.77,31.94
24141,Remote Site,-28.01,26.03
1253,Remote Site,-26.66,28.01
17445,Remote Site,-33.87,18.58
17657,Remote Site,-33.92,18.66
18404,Remote Site,-33.89,18.69
49089,Remote Site,-34.08,18.86
179844,Remote Site,-26.31,28.25
17438,Remote Site,-33.81,18.67
52058,Remote Site,-28.05,26.09
57803,Remote Site,-25.77,29.44
35624,Remote Site,-29.62,30.38
28690,Remote Site,-34.01,18.36
34503,Remote Site,-25.76,28.3
42851,Remote Site,-26.69,27.11
45773,Remote Site,-34.04,18.48
56784,Remote Site,-34,18.51
7757,Remote Site,-27.25,25.79
57224,Remote Site,-34.03,18.43
43069,Remote Site,-30.38,30.68
33480,Remote Site,-34,18.5
1216,Remote Site,-25.65,28.26
60404,Remote Site,-34.11,19.82
